"index";"labourearnings";"age";"gender";"education";"maritalstatus";"lifesatisfaction"
17948;72000;44;2;3;1;9
17949;26400;34;1;NA;1;9
17950;0;3;1;NA;NA;NA
17951;87090;54;1;3;1;7
17952;0;14;2;NA;NA;NA
17953;0;30;2;2;2;8
17954;0;14;2;NA;NA;NA
17955;30000;66;2;2;3;7
17956;37600;26;2;2;2;7
17957;25700;39;1;3;2;6
17958;16000;34;1;3;1;6
17959;0;28;2;1;1;10
17960;20000;28;1;3;2;9
17961;0;23;2;NA;NA;NA
17962;0;68;2;2;1;9
17963;NA;40;1;NA;NA;NA
17964;0;8;1;NA;NA;NA
17965;4420;26;2;2;2;7
17966;0;13;1;NA;NA;NA
17967;0;10;1;NA;NA;NA
17968;NA;55;1;1;1;7
17969;49280;63;1;2;2;8
17970;40415;53;1;2;1;8
17971;80;69;1;2;1;8
17972;60000;43;2;2;1;10
17973;0;46;2;3;2;7
17974;0;81;1;2;1;7
17975;4800;20;1;NA;2;8
17976;0;49;1;2;1;7
17977;0;13;2;NA;NA;NA
17978;24200;39;1;2;1;7
17979;0;61;1;1;1;8
17980;55500;51;1;2;1;4
17981;41800;35;1;2;1;8
17982;0;85;2;1;4;6
17983;720;21;2;2;2;9
17984;67000;39;1;3;1;8
17985;72550;43;1;3;1;7
17986;33600;50;1;3;4;5
17987;NA;58;1;NA;NA;NA
17988;0;6;1;NA;NA;NA
17989;0;10;1;NA;NA;NA
17990;2850;41;2;1;1;10
17991;0;31;1;3;1;10
17992;120000;49;1;3;1;10
17993;NA;35;2;3;1;9
17994;0;13;1;NA;NA;NA
17995;0;11;2;NA;NA;NA
17996;0;3;1;NA;NA;NA
17997;NA;22;1;NA;NA;NA
17998;0;8;2;NA;NA;NA
17999;0;8;2;NA;NA;NA
18000;0;85;2;2;3;10
18001;36010;25;2;3;2;8
18002;0;74;1;3;1;7
18003;0;71;2;1;1;5
18004;5376;54;2;2;1;9
18005;0;17;2;NA;2;NA
18006;0;46;2;NA;NA;NA
18007;76000;55;1;3;1;7
18008;0;36;1;2;2;7
18009;12000;22;2;2;2;8
18010;0;62;1;2;1;8
18011;0;18;1;NA;NA;NA
18012;NA;61;2;2;4;9
18013;0;13;2;NA;NA;NA
18014;11160;60;2;3;1;10
18015;NA;48;2;2;1;9
18016;0;82;2;2;1;5
18017;NA;52;1;NA;NA;NA
18018;19760;45;2;1;1;9
18019;79691;38;1;3;1;9
18020;0;88;2;1;3;5
18021;46000;62;1;3;1;3
18022;NA;59;2;NA;NA;NA
18023;0;23;1;2;2;9
18024;0;71;2;2;1;10
18025;0;9;1;NA;NA;NA
18026;0;70;2;2;1;8
18027;0;78;1;2;4;10
18028;22380;46;2;2;2;4
18029;62100;61;2;2;1;9
18030;1350;35;2;2;1;9
18031;42800;46;1;2;1;8
18032;38472;51;2;2;4;9
18033;0;12;2;NA;NA;NA
18034;0;14;2;NA;NA;NA
18035;0;4;1;NA;NA;NA
18036;NA;53;2;3;1;8
18037;85590;36;2;2;1;9
18038;38700;37;1;2;5;9
18039;13220;51;2;2;3;9
18040;33600;52;2;2;2;8
18041;0;10;2;NA;NA;NA
18042;0;12;1;NA;NA;NA
18043;0;13;1;NA;NA;NA
18044;0;12;2;NA;NA;NA
18045;NA;41;1;3;1;8
18046;0;15;1;NA;NA;NA
18047;11924;51;2;2;1;8
18048;64028;48;1;2;1;8
18049;0;79;1;2;5;1
18050;0;67;1;NA;NA;NA
18051;27300;42;2;2;2;7
18052;127200;35;1;2;1;8
18053;0;50;1;3;4;7
18054;27600;39;2;2;2;5
18055;0;73;2;2;2;8
18056;0;51;1;2;2;9
18057;0;7;2;NA;NA;NA
18058;0;7;1;NA;NA;NA
18059;0;19;1;NA;NA;NA
18060;0;78;2;2;1;7
18061;6912;42;1;1;1;5
18062;0;16;2;NA;NA;NA
18063;0;44;2;3;1;8
18064;4800;22;1;1;2;10
18065;0;14;2;NA;NA;NA
18066;0;11;2;NA;NA;NA
18067;0;87;1;2;1;8
18068;0;15;1;NA;NA;NA
18069;0;39;2;1;1;7
18070;0;6;2;NA;NA;NA
18071;59700;44;1;1;1;9
18072;0;66;2;2;1;8
18073;0;10;2;NA;NA;NA
18074;5052;65;1;3;1;9
18075;NA;66;2;3;3;8
18076;0;11;2;NA;NA;NA
18077;NA;37;2;NA;NA;NA
18078;0;63;2;3;4;5
18079;5400;63;2;3;1;7
18080;54000;30;1;3;1;7
18081;0;95;2;1;3;8
18082;NA;27;1;3;2;9
18083;10200;59;2;2;4;8
18084;0;13;1;NA;NA;NA
18085;0;17;2;1;2;NA
18086;0;71;1;3;1;7
18087;0;5;1;NA;NA;NA
18088;0;84;1;2;1;7
18089;0;24;1;1;2;5
18090;9100;23;1;1;2;6
18091;NA;39;1;NA;NA;NA
18092;0;39;1;1;1;6
18093;NA;26;1;NA;NA;NA
18094;0;34;2;NA;4;4
18095;0;3;2;NA;NA;NA
18096;0;22;1;1;2;6
18097;0;26;1;1;2;7
18098;0;2;1;NA;NA;NA
18099;0;36;2;3;1;7
18100;0;15;1;NA;NA;NA
18101;0;21;1;NA;NA;NA
18102;40486;47;2;2;1;8
18103;14400;34;2;1;2;6
18104;0;40;2;NA;NA;NA
18105;39600;42;1;3;1;10
18106;0;7;2;NA;NA;NA
18107;0;13;2;NA;NA;NA
18108;27500;41;1;1;1;8
18109;0;4;2;NA;NA;NA
18110;0;6;2;NA;NA;NA
18111;0;70;1;2;4;7
18112;22400;61;2;2;1;8
18113;0;1;2;NA;NA;NA
18114;0;11;1;NA;NA;NA
18115;0;75;2;1;1;5
18116;0;9;1;NA;NA;NA
18117;0;78;1;2;1;7
18118;480000;52;1;3;1;8
18119;0;33;2;3;1;8
18120;0;27;2;1;1;2
18121;42950;50;2;3;1;9
18122;NA;23;2;3;2;7
18123;0;37;2;NA;1;9
18124;28346;64;2;2;3;3
18125;0;66;2;3;1;7
18126;NA;33;1;2;2;8
18127;5400;33;1;1;1;7
18128;NA;35;1;3;2;7
18129;0;4;2;NA;NA;NA
18130;51740;49;2;3;5;8
18131;NA;55;2;2;1;8
18132;13350;24;2;NA;2;7
18133;0;73;2;2;1;8
18134;0;1;1;NA;NA;NA
18135;16200;66;2;2;4;8
18136;42600;55;1;2;4;7
18137;0;17;1;NA;NA;NA
18138;NA;24;1;NA;NA;NA
18139;0;9;1;NA;NA;NA
18140;0;3;2;NA;NA;NA
18141;35310;45;2;3;1;7
18142;0;23;1;2;2;8
18143;NA;36;2;1;1;7
18144;0;30;1;NA;NA;NA
18145;NA;31;1;3;2;9
18146;NA;19;2;NA;NA;NA
18147;0;8;1;NA;NA;NA
18148;0;19;1;NA;2;8
18149;0;11;1;NA;NA;NA
18150;0;13;2;NA;NA;NA
18151;0;6;1;NA;NA;NA
18152;0;9;1;NA;NA;NA
18153;0;14;1;NA;NA;NA
18154;NA;42;2;NA;NA;NA
18155;31050;32;2;2;2;7
18156;92015;64;1;3;1;8
18157;NA;59;1;NA;NA;NA
18158;0;6;2;NA;NA;NA
18159;0;9;1;NA;NA;NA
18160;0;29;1;3;2;6
18161;41600;28;2;2;2;7
18162;NA;NA;1;NA;NA;NA
18163;1344;33;2;3;2;8
18164;30000;56;1;2;2;10
18165;0;32;1;1;3;6
18166;0;11;1;NA;NA;NA
18167;NA;66;1;3;1;4
18168;24000;59;1;2;4;8
18169;15000;45;2;3;1;8
18170;0;7;1;NA;NA;NA
18171;78000;35;2;2;2;10
18172;0;18;2;NA;NA;NA
18173;0;4;2;NA;NA;NA
18174;NA;8;1;NA;NA;NA
18175;0;27;2;NA;1;5
18176;71150;33;2;3;1;8
18177;NA;54;1;2;5;5
18178;1500;20;1;2;2;8
18179;NA;54;1;3;1;9
18180;0;69;1;2;1;8
18181;0;76;2;3;4;8
18182;NA;54;1;NA;NA;NA
18183;75600;46;1;3;1;9
18184;0;11;1;NA;NA;NA
18185;3240;67;2;1;1;4
18186;0;8;2;NA;NA;NA
18187;NA;23;2;NA;NA;NA
18188;0;19;1;NA;2;8
18189;0;17;2;NA;2;NA
18190;0;3;1;NA;NA;NA
18191;0;79;1;3;3;7
18192;5200;23;1;1;2;1
18193;0;14;1;NA;NA;NA
18194;0;16;2;NA;NA;NA
18195;95000;51;1;3;1;10
18196;0;31;2;1;2;5
18197;4340;20;2;2;2;8
18198;0;10;1;NA;NA;NA
18199;0;10;1;NA;NA;NA
18200;0;60;2;2;4;10
18201;NA;1;1;NA;NA;NA
18202;62500;63;2;3;1;7
18203;78000;73;1;2;1;9
18204;0;63;2;3;5;5
18205;NA;54;2;2;1;4
18206;0;58;1;1;1;5
18207;20000;57;2;3;1;8
18208;0;69;1;2;1;7
18209;NA;39;2;NA;NA;NA
18210;40200;50;1;2;1;9
18211;0;27;2;1;2;5
18212;72200;53;2;3;2;9
18213;0;19;2;NA;NA;NA
18214;0;6;1;NA;NA;NA
18215;48310;61;2;2;4;7
18216;10000;50;2;2;1;8
18217;43200;41;2;3;1;9
18218;0;13;1;NA;NA;NA
18219;0;17;2;NA;2;NA
18220;0;24;2;NA;NA;NA
18221;0;86;1;1;3;9
18222;0;8;1;NA;NA;NA
18223;0;1;1;NA;NA;NA
18224;0;78;1;NA;NA;NA
18225;NA;11;2;NA;NA;NA
18226;0;1;2;NA;NA;NA
18227;0;13;2;NA;NA;NA
18228;NA;55;1;NA;NA;NA
18229;0;12;2;NA;NA;NA
18230;138000;59;1;3;1;9
18231;62500;56;1;3;1;10
18232;0;58;2;1;4;4
18233;31200;50;2;2;1;7
18234;20800;46;2;2;1;9
18235;NA;51;2;3;1;8
18236;0;10;1;NA;NA;NA
18237;15120;43;2;2;1;5
18238;0;16;1;NA;NA;NA
18239;36400;47;2;3;1;10
18240;62000;49;1;2;1;8
18241;0;2;NA;NA;NA;NA
18242;NA;19;2;NA;2;4
18243;0;13;2;NA;NA;NA
18244;20050;46;2;2;2;6
18245;29012;56;2;2;2;7
18246;0;8;1;NA;NA;NA
18247;0;59;1;2;4;10
18248;0;6;2;NA;NA;NA
18249;NA;15;2;NA;NA;NA
18250;0;26;1;NA;1;9
18251;54000;60;2;3;1;8
18252;0;15;1;NA;NA;NA
18253;NA;25;1;NA;NA;NA
18254;0;78;2;2;1;9
18255;0;4;2;NA;NA;NA
18256;0;24;1;3;2;5
18257;0;14;1;NA;NA;NA
18258;33600;56;1;3;1;7
18259;21600;47;1;1;2;8
18260;0;4;2;NA;NA;NA
18261;0;13;2;NA;NA;NA
18262;NA;23;1;NA;NA;NA
18263;0;68;2;2;2;8
18264;0;79;2;2;1;8
18265;168000;48;1;2;1;9
18266;0;18;2;NA;2;9
18267;48000;48;2;3;1;8
18268;0;30;2;3;1;8
18269;0;39;1;1;1;8
18270;NA;27;1;NA;NA;NA
18271;22000;46;2;2;1;9
18272;0;7;1;NA;NA;NA
18273;4400;34;2;2;1;6
18274;NA;38;2;1;1;8
18275;NA;25;1;2;2;9
18276;NA;62;1;3;1;10
18277;0;11;2;NA;NA;NA
18278;92700;51;1;3;1;9
18279;0;67;2;2;1;9
18280;NA;25;1;NA;NA;NA
18281;14400;42;1;1;1;5
18282;660000;55;1;2;4;7
18283;0;29;2;NA;4;7
18284;NA;51;1;2;1;8
18285;0;46;2;2;4;8
18286;25900;41;2;2;2;9
18287;NA;21;2;1;1;8
18288;40000;43;1;2;2;7
18289;NA;32;1;NA;NA;NA
18290;0;7;2;NA;NA;NA
18291;24600;56;2;2;4;10
18292;0;41;2;3;1;9
18293;26400;46;1;2;1;7
18294;0;23;1;1;2;8
18295;0;7;2;NA;NA;NA
18296;127200;55;1;3;1;10
18297;0;1;1;NA;NA;NA
18298;3664;65;2;3;1;10
18299;0;16;1;NA;NA;NA
18300;NA;57;1;NA;NA;NA
18301;0;66;2;2;1;8
18302;NA;26;1;NA;NA;NA
18303;6420;38;2;3;1;9
18304;NA;39;2;1;1;8
18305;0;43;2;NA;NA;NA
18306;0;15;2;NA;NA;NA
18307;18000;36;2;2;1;8
18308;1200;23;1;2;2;6
18309;35083;52;2;3;4;8
18310;0;22;1;3;2;9
18311;0;6;1;NA;NA;NA
18312;0;34;2;NA;NA;NA
18313;0;74;2;2;1;8
18314;0;56;2;NA;1;4
18315;51890;50;1;2;1;8
18316;0;77;2;3;1;8
18317;0;17;1;NA;2;NA
18318;0;15;1;NA;NA;NA
18319;19200;28;1;1;2;8
18320;60000;44;1;3;1;9
18321;NA;14;2;NA;NA;NA
18322;NA;20;2;NA;NA;NA
18323;27600;42;1;2;2;8
18324;0;6;1;NA;NA;NA
18325;0;15;2;NA;NA;NA
18326;0;71;2;3;2;3
18327;14400;40;1;1;2;8
18328;0;13;1;NA;NA;NA
18329;0;9;1;NA;NA;NA
18330;0;34;2;1;4;10
18331;NA;49;2;NA;NA;NA
18332;0;20;2;2;2;9
18333;NA;42;1;NA;NA;NA
18334;NA;58;2;2;1;8
18335;0;1;2;NA;NA;NA
18336;0;8;1;NA;NA;NA
18337;NA;15;1;NA;NA;NA
18338;0;83;1;3;1;6
18339;0;28;2;1;1;9
18340;19225;36;1;2;2;5
18341;NA;53;2;NA;NA;NA
18342;19600;61;2;1;1;8
18343;0;4;2;NA;NA;NA
18344;19200;64;1;2;1;7
18345;0;41;1;1;5;3
18346;31200;48;1;2;1;10
18347;38200;47;2;2;4;8
18348;0;1;2;NA;NA;NA
18349;NA;7;1;NA;NA;NA
18350;0;7;1;NA;NA;NA
18351;0;12;2;NA;NA;NA
18352;NA;13;1;NA;NA;NA
18353;0;16;1;NA;NA;NA
18354;96000;60;1;2;1;9
18355;0;21;1;NA;NA;NA
18356;0;23;1;NA;NA;NA
18357;0;72;1;2;4;8
18358;18632;21;2;NA;2;5
18359;0;2;2;NA;NA;NA
18360;0;28;1;2;2;7
18361;0;9;1;NA;NA;NA
18362;0;77;2;2;3;7
18363;0;16;2;NA;NA;NA
18364;0;45;1;1;1;6
18365;NA;43;2;2;1;7
18366;255600;52;1;3;1;10
18367;NA;6;2;NA;NA;NA
18368;NA;56;2;2;1;10
18369;NA;29;1;2;2;3
18370;0;48;2;1;1;5
18371;0;23;1;2;2;8
18372;0;8;1;NA;NA;NA
18373;NA;57;1;2;1;8
18374;0;12;1;NA;NA;NA
18375;36000;33;2;3;1;9
18376;0;78;2;2;4;10
18377;0;30;2;1;2;10
18378;0;9;2;NA;NA;NA
18379;NA;47;2;3;1;9
18380;84000;72;1;3;4;9
18381;0;16;1;NA;NA;NA
18382;53344;44;2;2;1;9
18383;0;15;1;NA;NA;NA
18384;0;77;1;2;1;8
18385;0;2;2;NA;NA;NA
18386;0;15;2;NA;NA;NA
18387;0;14;1;NA;NA;NA
18388;5400;35;2;2;1;7
18389;0;10;2;NA;NA;NA
18390;NA;34;1;NA;NA;NA
18391;0;10;2;NA;NA;NA
18392;41400;71;1;2;1;9
18393;92800;48;1;2;1;8
18394;42840;51;2;2;1;8
18395;0;2;2;NA;NA;NA
18396;NA;50;2;2;1;8
18397;37200;55;1;2;1;6
18398;27470;35;2;2;1;5
18399;0;6;2;NA;NA;NA
18400;42421;29;1;2;1;8
18401;1200;59;1;2;1;3
18402;0;89;1;3;1;8
18403;23700;50;1;2;1;7
18404;0;9;2;NA;NA;NA
18405;9420;50;2;2;1;7
18406;NA;30;1;NA;NA;NA
18407;2250;53;2;2;2;7
18408;NA;27;1;NA;NA;NA
18409;0;8;2;NA;NA;NA
18410;0;4;1;NA;NA;NA
18411;0;61;2;NA;NA;NA
18412;19000;37;2;3;2;7
18413;44000;50;1;1;1;9
18414;0;3;2;NA;NA;NA
18415;NA;54;2;3;1;9
18416;0;34;1;NA;NA;NA
18417;0;13;2;NA;NA;NA
18418;0;59;1;1;4;5
18419;0;6;1;NA;NA;NA
18420;39100;43;2;3;2;5
18421;0;8;1;NA;NA;NA
18422;19000;44;2;2;1;8
18423;0;60;2;2;4;8
18424;NA;53;2;2;1;9
18425;38064;47;2;3;1;8
18426;49100;63;2;3;1;4
18427;25200;31;1;2;1;9
18428;6400;24;1;2;2;6
18429;NA;20;2;NA;NA;NA
18430;0;9;2;NA;NA;NA
18431;60000;46;1;2;2;8
18432;46600;34;1;2;1;8
18433;NA;62;2;NA;NA;NA
18434;NA;42;2;2;2;8
18435;0;81;1;2;1;8
18436;20400;30;1;1;5;7
18437;0;69;1;2;4;5
18438;41272;43;2;2;2;7
18439;0;14;2;NA;NA;NA
18440;5580;24;1;2;2;9
18441;0;12;1;NA;NA;NA
18442;41640;59;2;2;4;9
18443;0;78;2;3;1;6
18444;9504;68;1;3;1;8
18445;50100;54;1;2;1;5
18446;0;9;2;NA;NA;NA
18447;55400;51;2;2;1;7
18448;49800;53;2;3;1;8
18449;0;79;2;2;2;8
18450;0;34;1;1;1;5
18451;0;2;1;NA;NA;NA
18452;0;84;2;2;3;7
18453;3840;50;2;2;1;6
18454;0;2;2;NA;NA;NA
18455;0;71;1;2;1;8
18456;10200;21;1;1;2;9
18457;0;39;1;NA;1;9
18458;2400;55;1;2;1;5
18459;37000;54;1;2;1;7
18460;0;32;2;1;1;9
18461;NA;37;2;2;2;8
18462;0;45;2;3;1;7
18463;0;38;2;NA;NA;NA
18464;NA;61;2;NA;4;6
18465;0;74;2;2;1;8
18466;96000;74;1;3;1;8
18467;0;15;1;NA;NA;NA
18468;0;21;2;2;2;7
18469;0;18;1;NA;NA;NA
18470;1800;52;2;2;1;8
18471;NA;54;2;NA;NA;NA
18472;0;25;1;3;2;9
18473;56150;55;1;2;2;8
18474;36250;53;2;2;1;10
18475;5554;22;1;1;2;10
18476;0;7;2;NA;NA;NA
18477;1800;23;2;2;2;10
18478;0;31;2;1;1;10
18479;42000;45;1;2;1;10
18480;0;15;2;NA;NA;NA
18481;0;81;2;NA;NA;NA
18482;237999;48;1;3;1;9
18483;51810;64;1;3;1;9
18484;0;5;2;NA;NA;NA
18485;0;82;2;NA;NA;NA
18486;0;4;1;NA;NA;NA
18487;NA;13;2;NA;NA;NA
18488;0;8;2;NA;NA;NA
18489;0;10;1;NA;NA;NA
18490;0;14;2;NA;NA;NA
18491;NA;47;1;NA;NA;NA
18492;NA;20;2;1;2;0
18493;8400;27;1;3;2;7
18494;0;16;2;NA;NA;NA
18495;NA;42;1;NA;NA;NA
18496;12000;34;2;1;4;7
18497;22200;46;2;2;2;10
18498;98544;65;1;2;1;9
18499;NA;36;2;NA;NA;NA
18500;0;81;2;2;1;5
18501;0;37;2;2;1;10
18502;10300;55;2;2;5;3
18503;0;4;1;NA;NA;NA
18504;0;17;1;1;2;NA
18505;0;10;1;NA;NA;NA
18506;0;57;2;1;5;8
18507;56500;44;2;3;2;8
18508;0;12;1;NA;NA;NA
18509;0;9;2;NA;NA;NA
18510;28560;27;2;2;2;8
18511;0;14;1;NA;NA;NA
18512;12000;53;2;2;1;9
18513;27800;51;1;2;1;8
18514;49800;44;1;3;2;6
18515;0;42;2;NA;NA;NA
18516;50400;54;1;3;1;8
18517;30200;51;2;2;1;8
18518;NA;23;1;NA;NA;NA
18519;0;10;1;NA;NA;NA
18520;0;60;2;NA;NA;NA
18521;0;26;1;NA;NA;NA
18522;0;39;2;1;4;7
18523;31200;54;2;2;4;8
18524;30500;57;1;1;1;9
18525;0;9;2;NA;NA;NA
18526;0;7;2;NA;NA;NA
18527;12480;58;2;2;1;7
18528;0;13;1;NA;NA;NA
18529;19542;37;2;3;1;7
18530;NA;53;1;2;1;9
18531;NA;17;2;NA;2;NA
18532;29900;48;2;2;1;9
18533;0;71;2;2;1;8
18534;2703;19;2;2;2;8
18535;NA;9;1;NA;NA;NA
18536;0;11;1;NA;NA;NA
18537;19200;59;2;2;1;7
18538;NA;54;2;NA;1;5
18539;NA;23;2;NA;NA;NA
18540;0;53;2;1;1;8
18541;18000;31;2;3;1;9
18542;2400;58;2;1;1;7
18543;0;4;1;NA;NA;NA
18544;NA;42;1;2;1;8
18545;0;46;1;2;1;10
18546;4200;23;2;NA;2;9
18547;0;69;1;1;1;4
18548;12600;30;1;3;5;5
18549;0;39;2;NA;NA;NA
18550;0;12;1;NA;NA;NA
18551;29700;37;1;2;1;9
18552;0;8;1;NA;NA;NA
18553;0;6;1;NA;NA;NA
18554;NA;44;1;NA;NA;NA
18555;0;74;1;3;1;8
18556;18000;43;2;2;4;8
18557;2250;53;2;2;1;8
18558;0;22;2;NA;NA;NA
18559;0;68;2;2;2;10
18560;NA;18;2;NA;NA;NA
18561;0;42;2;NA;NA;NA
18562;NA;58;2;3;1;9
18563;71526;62;1;2;NA;7
18564;0;82;2;1;1;6
18565;0;76;2;3;2;10
18566;53900;50;1;2;1;9
18567;12900;38;2;2;1;8
18568;2000;33;1;NA;2;5
18569;0;79;1;3;1;9
18570;6600;35;2;1;1;10
18571;39600;50;2;2;4;8
18572;0;6;2;NA;NA;NA
18573;0;12;2;NA;NA;NA
18574;0;1;1;NA;NA;NA
18575;NA;NA;1;NA;NA;NA
18576;0;13;2;NA;NA;NA
18577;NA;48;1;3;1;8
18578;34150;40;2;3;1;8
18579;0;11;2;NA;NA;NA
18580;NA;51;1;2;1;8
18581;NA;5;1;NA;NA;NA
18582;55300;65;2;3;1;9
18583;25300;41;2;2;1;10
18584;55800;53;2;2;1;6
18585;0;61;1;1;1;9
18586;7800;44;1;1;1;8
18587;0;72;2;2;1;8
18588;0;63;2;1;3;5
18589;0;46;2;1;1;6
18590;23650;33;2;2;1;8
18591;46400;55;1;2;1;7
18592;NA;1;2;NA;NA;NA
18593;0;17;1;NA;2;NA
18594;0;8;1;NA;NA;NA
18595;0;73;2;1;3;7
18596;0;17;1;NA;NA;NA
18597;NA;44;1;3;1;7
18598;NA;54;2;1;4;8
18599;NA;22;2;NA;NA;NA
18600;NA;37;2;3;5;7
18601;24600;60;1;2;1;8
18602;NA;70;2;2;1;8
18603;43800;64;1;2;1;7
18604;0;6;1;NA;NA;NA
18605;53200;45;1;2;1;8
18606;0;26;2;NA;NA;NA
18607;37900;51;2;1;1;6
18608;0;7;2;NA;NA;NA
18609;19200;38;2;2;1;8
18610;0;NA;2;NA;NA;NA
18611;0;9;2;NA;NA;NA
18612;NA;63;1;3;1;8
18613;0;52;2;2;1;9
18614;0;41;1;NA;NA;NA
18615;0;57;2;2;1;8
18616;38400;57;1;2;1;8
18617;0;74;1;3;3;8
18618;3600;24;1;2;2;7
18619;NA;49;2;2;1;8
18620;0;13;1;NA;NA;NA
18621;NA;43;1;3;1;9
18622;34700;59;2;2;2;5
18623;0;74;1;2;1;9
18624;NA;52;2;3;2;8
18625;0;5;1;NA;NA;NA
18626;0;83;2;2;1;8
18627;0;35;2;NA;1;9
18628;0;63;2;2;4;6
18629;30513;35;2;2;4;9
18630;NA;63;2;2;4;6
18631;58200;53;1;2;2;6
18632;80000;46;2;3;2;7
18633;0;85;2;1;1;10
18634;0;12;2;NA;NA;NA
18635;0;17;1;NA;NA;NA
18636;0;0;1;NA;NA;NA
18637;0;17;1;NA;2;NA
18638;8220;55;1;1;4;8
18639;0;11;2;NA;NA;NA
18640;NA;63;1;2;1;8
18641;2076;38;2;2;2;7
18642;0;37;2;2;1;7
18643;0;16;1;NA;NA;NA
18644;20100;45;2;3;1;8
18645;0;17;2;NA;2;NA
18646;5040;43;2;1;1;9
18647;43690;39;1;2;1;9
18648;NA;37;2;NA;NA;NA
18649;0;17;2;1;2;NA
18650;0;67;1;3;2;9
18651;0;0;2;NA;NA;NA
18652;NA;51;1;NA;NA;NA
18653;0;7;1;NA;NA;NA
18654;240;19;1;1;2;10
18655;0;61;2;2;3;7
18656;NA;20;1;NA;NA;NA
18657;0;64;1;3;2;8
18658;0;1;2;NA;NA;NA
18659;NA;NA;1;NA;NA;NA
18660;0;21;1;NA;NA;NA
18661;31200;47;1;2;1;8
18662;0;15;1;NA;NA;NA
18663;0;37;2;NA;1;8
18664;5400;43;2;2;1;8
18665;0;87;1;2;3;7
18666;5040;63;2;1;1;9
18667;0;68;2;2;1;7
18668;0;4;2;NA;NA;NA
18669;18400;31;1;2;2;8
18670;4800;25;1;3;2;7
18671;9600;60;2;1;1;8
18672;66000;44;1;2;1;9
18673;0;4;1;NA;NA;NA
18674;0;7;1;NA;NA;NA
18675;0;78;2;3;1;9
18676;NA;32;1;NA;1;8
18677;66000;54;1;1;1;10
18678;29600;31;1;2;2;7
18679;0;18;2;2;2;7
18680;0;47;2;NA;NA;NA
18681;0;14;1;NA;NA;NA
18682;26400;51;1;2;2;8
18683;NA;56;1;NA;NA;NA
18684;0;11;2;NA;NA;NA
18685;0;16;2;NA;NA;NA
18686;NA;41;2;2;1;8
18687;0;21;1;NA;NA;NA
18688;79300;49;1;3;2;7
18689;0;6;2;NA;NA;NA
18690;NA;23;1;NA;NA;NA
18691;27600;51;2;2;1;9
18692;0;4;2;NA;NA;NA
18693;49850;39;1;3;1;8
18694;0;68;1;3;1;9
18695;168000;57;1;2;1;8
18696;NA;53;2;2;1;9
18697;21600;37;1;1;1;9
18698;0;64;2;2;4;9
18699;0;81;1;NA;NA;NA
18700;NA;48;2;NA;NA;NA
18701;0;53;2;2;1;3
18702;0;80;1;NA;NA;NA
18703;0;27;1;2;1;6
18704;5400;39;2;2;1;7
18705;NA;48;2;2;4;6
18706;NA;39;2;NA;NA;NA
18707;12000;34;1;2;2;8
18708;0;3;1;NA;NA;NA
18709;NA;48;2;NA;NA;NA
18710;0;17;1;NA;NA;NA
18711;58900;35;1;3;4;9
18712;1440;40;1;1;1;10
18713;NA;61;1;NA;NA;NA
18714;40800;60;2;2;2;7
18715;0;14;2;NA;NA;NA
18716;7450;25;2;2;1;8
18717;24000;69;1;2;1;7
18718;0;10;1;NA;NA;NA
18719;0;85;2;2;1;8
18720;13800;37;2;2;1;8
18721;2400;43;1;2;1;7
18722;0;10;1;NA;NA;NA
18723;12480;20;1;NA;2;8
18724;42000;53;1;2;1;8
18725;78000;53;1;3;1;8
18726;0;22;1;1;2;4
18727;0;28;2;1;1;10
18728;24000;37;2;2;4;8
18729;90000;59;1;3;4;10
18730;0;37;1;NA;NA;NA
18731;33800;24;2;2;2;8
18732;36481;53;1;2;1;10
18733;0;5;2;NA;NA;NA
18734;13050;22;2;2;2;10
18735;0;67;2;2;3;7
18736;2100;27;1;1;1;6
18737;0;38;1;2;2;6
18738;NA;34;2;3;1;8
18739;0;67;1;2;1;3
18740;0;21;2;1;2;8
18741;0;2;1;NA;NA;NA
18742;0;10;1;NA;NA;NA
18743;0;31;2;NA;1;10
18744;0;48;1;3;3;6
18745;18200;24;1;2;2;7
18746;38950;60;2;3;1;10
18747;0;12;2;NA;NA;NA
18748;0;28;1;1;2;7
18749;0;10;1;NA;NA;NA
18750;0;14;2;NA;NA;NA
18751;5400;36;1;1;2;7
18752;37100;30;2;2;1;9
18753;0;81;1;2;1;8
18754;0;43;1;2;1;9
18755;24000;65;1;3;4;5
18756;0;12;2;NA;NA;NA
18757;NA;38;1;NA;NA;NA
18758;20400;40;1;NA;2;6
18759;NA;44;2;2;4;7
18760;0;79;2;2;1;8
18761;0;95;1;2;3;8
18762;0;65;2;2;3;8
18763;0;80;1;3;1;7
18764;0;3;2;NA;NA;NA
18765;0;36;1;2;1;7
18766;0;19;1;NA;NA;NA
18767;41760;48;2;3;1;8
18768;34200;47;2;2;1;8
18769;NA;17;2;1;2;NA
18770;0;6;1;NA;NA;NA
18771;0;15;2;NA;NA;NA
18772;NA;34;1;NA;NA;NA
18773;0;65;2;2;1;8
18774;22850;39;1;2;4;8
18775;0;49;1;1;4;3
18776;0;16;2;NA;NA;NA
18777;NA;16;1;NA;NA;NA
18778;0;11;2;NA;NA;NA
18779;0;6;2;NA;NA;NA
18780;0;8;1;NA;NA;NA
18781;182000;60;2;2;1;8
18782;0;17;1;NA;2;NA
18783;NA;3;2;NA;NA;NA
18784;0;15;2;NA;NA;NA
